RefSeq,D_idx,Distance_bp,Distance_pc
NZ_CP020427,0,9133,0
NC_003366,0,4250,0
NC_003366,1,2215,0
NC_014171,0,2157,0
NC_014171,1,446,0
NC_017537,0,1059,0
NC_017537,1,2763,0
NZ_CP019403,0,2683,0
NZ_CP018845,0,49017,0
NZ_CP023664,0,116,0
NZ_CP016408,0,2693,0
NZ_CP009644,0,1657,0
NZ_CP011957,0,14014,0
NZ_CP023608,0,2089,0
NZ_CP019044,0,60753,1
NZ_CP023600,0,2098,0
NZ_CP011359,0,25695,0
NZ_CP019986,0,31123,0
NZ_CP009451,0,19115,0
NZ_CP014051,0,2671,0
NC_017593,0,814,0
NC_017593,1,732,0
NZ_CP007762,0,147272,12
NC_017353,0,8722,0
NC_017353,1,6887,0
NZ_CP006870,0,16383,0
NZ_CP013402,0,3731,0
NZ_CP016663,0,29372,1
NZ_CP016563,0,2685,0
NZ_CP016507,0,2685,0
NZ_CP011394,0,36744,0
NZ_CP018300,0,2098,0
NZ_CP010148,0,1660,0
NZ_CP007269,0,2689,0
NZ_CP019629,0,1657,0
NZ_CP011960,0,112244,2
NZ_CP022273,0,1748,0
NC_018017,0,60,0
NC_018017,1,1728,0
NZ_CP012960,0,29161,0
NZ_CP012167,0,1368,0
NZ_CP022741,0,6308,0
NC_013853,0,2257,0
NC_013853,1,711,0
NZ_CP018628,0,20450,0
NZ_CP019952,0,4297,0
NZ_CP019176,0,10646,0
NZ_CP018201,0,18884,0
NC_014829,0,6901,0
NC_014829,1,5001,0
NC_009483,0,87676,1
NC_009483,1,89274,1
NZ_CP022695,0,11278,0
NC_017866,0,3777,0
NC_017866,1,1551,0
NZ_CP012514,0,2677,0
NC_008595,0,76466,1
NC_008595,1,74342,1
NC_013722,0,17563,0
NC_013722,1,19160,0
NZ_CP022912,0,1659,0
NZ_CP007260,0,2685,0
NZ_CP019192,0,22587,0
NZ_CP009482,0,154035,2
NZ_CP019433,0,10501,0
NZ_CP023588,0,2091,0
NZ_LT576038,0,1016,0
NC_010376,0,839,0
NC_010376,1,2768,0
NZ_CP016556,0,8980,0
NC_009487,0,10130,0
NC_009487,1,8136,0
NZ_CP007700,0,115416,5
NZ_CP007716,0,1766,0
NZ_CP021955,0,100263,1
NZ_CP018109,0,1664,0
NZ_CP018680,0,25389,0
NC_017576,0,923,0
NC_017576,1,2458,0
NZ_CP016400,0,2514,0
NC_017619,0,1510,0
NC_017619,1,3061,0
NZ_CP017257,0,29439,1
NZ_CP008756,0,8065,0
NZ_CP020418,0,27766,1
NZ_CP025080,0,16504,0
NZ_CP016324,0,4716,0
NC_013721,0,2038,0
NC_013721,1,9,0
NZ_CP016176,0,40990,0
NZ_CP019179,0,36742,0
NZ_CP022348,0,1478,0
NZ_CP024801,0,77431,1
NZ_CP017907,0,6358,0
NC_009698,0,46,0
NC_009698,1,1708,0
NZ_CP018527,0,147294,12
NZ_CP021740,0,1456,0
NZ_CP006950,0,51,0
NC_018101,0,692,0
NC_018101,1,3299,0
NZ_CP007235,0,1808,0
NZ_CP019698,0,4596,0
NC_004070,0,2785,0
NC_004070,1,1237,0
NZ_CP023353,0,4499,0
NZ_CP016295,0,9225,0
NZ_CP009274,0,35626,0
NC_014219,0,4355,0
NC_014219,1,2511,0
NZ_CP024049,0,247446,29
NZ_CP023628,0,2090,0
NZ_CP012631,0,50913,1
NZ_CP007763,0,115637,5
NZ_CP011503,0,45818,1
NZ_CP013994,0,12621,0
NC_008533,0,2087,0
NC_008533,1,540,0
NZ_CP023631,0,2090,0
NC_014483,0,73,0
NC_014483,1,2052,0
NZ_AM412059,0,2090,0
NZ_CP019092,0,81864,1
NZ_CP011773,0,14367,0
NC_017672,0,49079,0
NC_017672,1,1717,0
NZ_CP023541,0,31000,0
NZ_CP022175,0,37186,0
NZ_CP009977,0,9319,0
NZ_CP012044,0,49,0
NZ_CP017436,0,2494,0
NC_017729,0,3202,0
NC_017729,1,4913,0
NZ_CP011934,0,13391,0
NZ_LT906474,0,65938,1
NC_013198,0,1122,0
NC_013198,1,691,0
NZ_CP024632,0,236,0
NZ_CP023634,0,2090,0
NC_013522,0,57529,3
NC_013522,1,59176,3
NC_006274,0,3203,0
NC_006274,1,4914,0
NZ_CP013965,0,16383,0
NC_003909,0,2432,0
NC_003909,1,4143,0
NZ_CP013961,0,97646,1
NZ_CP019946,0,42,0
NZ_CP023155,0,28,0
NZ_CP023667,0,7470,0
NZ_CP016029,0,34335,0
NC_009253,0,6599,0
NC_009253,1,4967,0
NZ_CP012127,0,1663,0
NZ_CP018545,0,147279,12
NZ_LT575468,0,9404,0
NZ_CP019408,0,2684,0
NZ_CP007250,0,2690,0
NZ_CP010183,0,1666,0
NC_007164,0,18792,0
NC_007164,1,16380,0
NZ_CP023141,0,3969,0
NZ_CP011409,0,773259,15
NZ_CP018839,0,85673,2
NZ_CP019071,0,14292,0
NZ_CP021140,0,67119,1
NZ_CP019005,0,1664,0
NZ_CP021040,0,42441,1
NZ_CP021944,0,1455,0
NZ_CP017188,0,551065,10
NC_009379,0,573,0
NC_009379,1,2243,0
NZ_CP016431,0,8008,0
NC_015278,0,2973,0
NC_015278,1,1301,0
NZ_CP014272,0,1657,0
NZ_CP015775,0,16489,0
NC_017347,0,13012,0
NC_017347,1,11147,0
NZ_CP009166,0,1663,0
NZ_CP024085,0,14060,0
NZ_CP016573,0,2676,0
NZ_CP007742,0,3474,0
NC_014393,0,7261,0
NC_014393,1,5514,0
NZ_CP013404,0,46333,1
NZ_CP023735,0,0,0
NZ_CP009854,0,4415,0
NZ_CP018470,0,113358,2
NZ_CP010125,0,10564,0
NZ_CP014029,0,1583,0
NC_017620,0,1531,0
NC_017620,1,3082,0
NZ_CP022037,0,673444,39
NC_015673,0,1188,0
NC_015673,1,3610,0
NC_014335,0,3051,0
NC_014335,1,4762,0
NC_017331,0,15933,0
NC_017331,1,14068,0
NZ_CP007717,0,115766,5
NZ_CP018026,0,3270,0
NC_015589,0,1413,0
NC_015589,1,233,0
NZ_CP009459,0,19507,0
NC_015978,0,3334,0
NC_015978,1,1596,0
NZ_CP017446,0,2492,0
NZ_CP008713,0,2107,0
NZ_CP013916,0,17698,0
NZ_CP025537,0,23752,0
NZ_CP021006,0,2298648,45
NZ_CP017238,0,46944,1
NZ_CP019086,0,81865,1
NZ_AP014563,0,151,0
NZ_CP018043,0,52885,0
NZ_CP017720,0,2687,0
NC_017867,0,3777,0
NC_017867,1,1551,0
NZ_CP024958,0,6742,0
NC_018587,0,1079,0
NC_018587,1,2783,0
NZ_CP016517,0,2683,0
NC_007530,0,3203,0
NC_007530,1,4914,0
NZ_CP016212,0,21559,0
NZ_CP012379,0,1663,0
NZ_CP020076,0,17375,0
NZ_CP016670,0,350305,16
NZ_CP017481,0,2839,0
NC_014328,0,5785,0
NC_014328,1,7563,0
NZ_CP009435,0,5978,0
NC_008781,0,5266,0
NC_008781,1,3339,0
NC_013235,0,37148,0
NC_013235,1,34970,0
NZ_CP019206,0,2681,0
NZ_CP014951,0,186,0
NZ_CP019208,0,40237,1
NZ_CP016653,0,635646,29
NZ_CP025401,0,1663,0
NZ_CP018306,0,1455,0
NZ_CP025055,0,25899,0
NZ_CP018243,0,1661,0
NZ_CP011160,0,47243,0
NZ_LN554846,0,179,0
NZ_CP019560,0,1661,0
NZ_CP023386,0,901,0
NZ_CP012264,0,9372,0
NZ_CP019089,0,81865,1
NZ_AP018033,0,2090,0
NZ_LN824133,0,42437,0
NZ_HG004426,0,459,0
NZ_CP017087,0,1302,0
NZ_LT906483,0,951,0
NZ_CP013741,0,2090,0
NZ_CP020116,0,1666,0
NZ_CP010152,0,34873,0
NZ_LN890518,0,2683,0
NZ_CP018056,0,1465,0
NZ_CP021109,0,141566,3
NZ_CP019411,0,2691,0
NZ_CP018893,0,5210,0
NC_010380,0,806,0
NC_010380,1,740,0
NZ_LT906437,0,329485,15
NZ_CP020967,0,2584600,49
NZ_CP012943,0,1169,0
NZ_CP015852,0,21648,0
NZ_CP019968,0,60,0
NZ_CP015843,0,1664,0
NZ_CP009801,0,40158,0
NC_017306,0,714,0
NC_017306,1,3169,0
NZ_CP012347,0,22580,0
NZ_CP023512,0,2683,0
NZ_CP021107,0,7674,0
NZ_CP011286,0,13761,0
NZ_CP012639,0,896,0
NZ_CP019839,0,25029,0
NC_009004,0,7996,0
NC_009004,1,6403,0
NZ_CP023625,0,2098,0
NZ_CP023422,0,164181,2
NC_006085,0,707,0
NC_006085,1,2448,0
NZ_CP014222,0,1786667,37
NZ_CP023364,0,1933,0
NZ_CP024997,0,59713,1
NZ_FO704550,0,5268,0
NZ_CP010172,0,1659,0
NZ_CP009768,0,2693,0
NZ_CP022263,0,47596,0
NZ_CP006999,0,459,0
NZ_CP023597,0,2098,0
NC_018594,0,1909,0
NC_018594,1,390,0
NC_009641,0,17749,0
NC_009641,1,15881,0
NZ_CP014641,0,54351,1
NZ_CP016755,0,15875,0
NZ_CP019406,0,2689,0
NZ_CP014356,0,2684,0
NZ_CP020543,0,1077,0
NZ_CP011320,0,1661,0
NC_017547,0,937,0
NC_017547,1,2641,0
NZ_CP010133,0,1660,0
NC_017594,0,171,0
NC_017594,1,2329,0
NZ_CP022142,0,36325,0
NZ_CP019325,0,11800,0
NZ_CP010337,0,2098,0
NC_004668,0,4670,0
NC_004668,1,2965,0
NZ_CP016497,0,1660,0
NZ_CP020853,0,160091,2
NZ_CP018850,0,21699,0
NZ_CP006270,0,769,0
NC_009495,0,46,0
NC_009495,1,1708,0
NZ_CP024851,0,1671,0
NZ_CP016380,0,16473,0
NZ_CP023531,0,1659,0
NC_008526,0,1159,0
NC_008526,1,680,0
NZ_CP018896,0,5210,0
NZ_CP018686,0,7584,0
NZ_CP018701,0,7580,0
NC_009565,0,2,0
NC_009565,1,2090,0
NZ_CP007743,0,115944,5
NZ_LN890522,0,2684,0
NZ_CP016442,0,46581,1
NZ_CP019794,0,10633,0
NZ_CP015992,0,23255,0
NZ_CP019706,0,31265,0
NZ_CP010681,0,178,0
NZ_CP016581,0,2685,0
NZ_CP023639,0,2090,0
NZ_CP019488,0,24235,0
NZ_CP016018,0,58793,1
NZ_CP009798,0,45016,1
NZ_CP016952,0,2053,0
NZ_CP023973,0,207298,17
NC_013766,0,498,0
NC_013766,1,2370,0
NZ_CP025051,0,1652,0
NZ_CP016342,0,15331,0
NC_017945,0,53905,2
NC_017945,1,2985,0
NZ_HG738868,0,13224,0
NZ_CP018728,0,127678,2
NC_009632,0,9987,0
NC_009632,1,8122,0
NZ_CP022223,0,3237,0
NZ_CP024654,0,15775,1
NZ_CP023591,0,2098,0
NZ_CP012643,0,2160878,41
NC_015697,0,1402,0
NC_015697,1,3060,0
NZ_CP022120,0,35230,0
NZ_CP014536,0,2684,0
NZ_CP023346,0,1664,0
NZ_LN997863,0,870253,39
NZ_CP016077,0,2952,0
NZ_CP014958,0,187,0
NC_017462,0,583,0
NC_017462,1,2920,0
NZ_CP007221,0,120870,2
NZ_CP021768,0,12482,0
NZ_CP009876,0,42422,0
NZ_CP017483,0,224717,5
NC_002758,0,9266,0
NC_002758,1,7401,0
NZ_CP022135,0,2185,0
NZ_CP013450,0,46569,1
NZ_CP023594,0,2091,0
NC_017473,0,2396,0
NC_017473,1,558,0
NC_007795,0,12885,0
NC_007795,1,11020,0
NZ_CP011410,0,5102,0
NC_013891,0,11933,0
NC_013891,1,13638,0
NZ_CP006951,0,5,0
NZ_CP016928,0,1624,0
NZ_CP020448,0,1542,0
NZ_CP024418,0,18081,0
NZ_CP016268,0,60040,1
NZ_CP020466,0,2494,0
NZ_CP013398,0,45797,1
NC_014622,0,2104,0
NC_014622,1,2128,0
NZ_CP016658,0,29372,1
NZ_CP008775,0,6997,0
NZ_CP012504,0,81816,1
NZ_CP018323,0,1662,0
NC_014165,0,2138,0
NC_014165,1,4254,0
NZ_CP010163,0,1665,0
NZ_CP024862,0,1663,0
NZ_CP024886,0,1664,0
NZ_CP018193,0,5226,0
NZ_CP016676,0,29372,1
NZ_CP019680,0,147288,12
NZ_CP019573,0,7753,0
NZ_CP010588,0,42537,1
NZ_CP023618,0,2098,0
NC_010617,0,16692,0
NC_010617,1,14465,0
NZ_CP010851,0,8155,0
NC_014657,0,976,0
NC_014657,1,723,0
NC_015942,0,87840,2
NC_015942,1,89900,2
NZ_CP017621,0,2687,0
NZ_CP019915,0,17332,0
NC_015433,0,683,0
NC_015433,1,2234,0
NZ_CP007764,0,99034,8
NZ_CP018899,0,10398,0
NZ_CP018505,0,147185,12
NZ_CP017284,0,36850,0
NZ_CP019346,0,2575,0
NZ_CP020412,0,151,0
NC_017295,0,11235,0
NC_017295,1,9485,0
NZ_CP013341,0,2363,0
NZ_CP013989,0,24320,0
NZ_CP014497,0,1657,0
NZ_CP020933,0,1665,0
NZ_CP020981,0,957566,18
NZ_CP020889,0,106543,1
NZ_CP021833,0,1460,0
NZ_CP014129,0,61435,1
NZ_CP016530,0,2683,0
NZ_CP021053,0,766632,37
NZ_CP016171,0,2544,0
NZ_CP023622,0,2091,0
NZ_CP013610,0,2723,0
NZ_CP018239,0,1663,0
NZ_CP019415,0,2691,0
NZ_CP020106,0,1661,0
NC_022541,0,24807,0
NZ_CP009787,0,2692,0
NZ_CP016298,0,9622,0
NZ_CP017310,0,33925,0
NZ_CP016095,0,6619,0
NZ_AP017624,0,3664,0
NZ_CP023043,0,15060,0
NZ_CP022689,0,1666,0
NZ_CP022203,0,4926,0
NZ_CP017442,0,2492,0
NZ_CP012334,0,35984,0
NC_008024,0,4952,0
NC_008024,1,3404,0
NC_014551,0,2890,0
NC_014551,1,4632,0
NZ_CP009101,0,2098,0
NZ_CP016982,0,7147,0
NC_017349,0,11433,0
NC_017349,1,9567,0
NZ_CP024612,0,75,0
NC_014378,0,2504,0
NC_014378,1,735,0
NZ_CP016404,0,1665,0
NZ_CP007520,0,143,0
NZ_CP019202,0,36746,0
NZ_CP010178,0,1657,0
NZ_CP011428,0,2685,0
NC_017621,0,3655,0
NC_017621,1,5206,0
NZ_CP025049,0,85761,1
NZ_CP023377,0,1658,0
NZ_CP017179,0,1949,0
NC_017490,0,3501,0
NC_017490,1,1934,0
NZ_AP014576,0,22569,0
NC_006177,0,523,0
NC_006177,1,2227,0
NC_013450,0,15546,0
NC_013450,1,13681,0
NZ_CP018304,0,2091,0
NC_017763,0,893,0
NC_017763,1,972,0
NZ_CP022450,0,38109,0
NZ_CP025309,0,14127,0
NZ_CP020405,0,231,0
NZ_CP014961,0,189,0
NZ_CP016664,0,29368,1
NZ_CP018890,0,10114,0
NZ_CP017020,0,30579,0
NC_010674,0,17669,0
NC_010674,1,19436,0
NC_007168,0,1078,0
NC_007168,1,2922,0
NZ_CP012401,0,63327,2
NZ_CP020029,0,5122,0
NZ_CP016837,0,6037,0
NZ_CP023913,0,1459,0
NZ_CP012097,0,52204,0
NZ_CP010170,0,1668,0
NC_017544,0,1046,0
NC_017544,1,2750,0
NC_008435,0,118603,2
NC_008435,1,116425,2
NZ_CP017120,0,41386,1
NZ_CP024124,0,3020,0
NZ_CP022880,0,147295,12
NC_017333,0,30623,1
NC_017333,1,28758,1
NZ_CP025115,0,4138,0
NZ_CP016671,0,341667,15
NZ_CP002580,0,4112,0
NC_017308,0,565,0
NC_017308,1,3155,0
NC_009437,0,28968,0
NC_009437,1,27117,0
NC_015291,0,1578,0
NC_015291,1,32,0
NZ_CP008714,0,21408,0
NZ_CP020835,0,60663,1
NC_010168,0,22510,0
NC_010168,1,20814,0
NZ_CP022532,0,1945,0
NZ_CP013049,0,2385,0
NC_002973,0,1079,0
NC_002973,1,2783,0
NC_007350,0,25323,1
NC_007350,1,23467,0
NC_008600,0,3076,0
NC_008600,1,4915,0
NZ_CP023609,0,2091,0
NC_009699,0,46,0
NC_009699,1,1699,0
NC_009328,0,2536,0
NC_009328,1,4211,0
NZ_CP020358,0,1423,0
NZ_CP019445,0,14411,0
NC_017905,0,5808,0
NC_017905,1,4161,0
NZ_CP016349,0,5709,0
NZ_CP019177,0,38967,0
NZ_CP023603,0,2090,0
NZ_CP010953,0,472,0
NZ_CP023612,0,2090,0
NZ_CP025298,0,10713,0
NZ_CP021060,0,3488,0
NC_018068,0,676,0
NC_018068,1,994,0
NZ_CP012146,0,129201,2
NZ_CP020055,0,1663,0
NZ_CP021859,0,1460,0
NC_007644,0,2771,0
NC_007644,1,1273,0
NZ_CP022053,0,32635,0
NZ_CP007201,0,176,0
NZ_CP022049,0,1786,0
NZ_CP007701,0,1413,0
NC_017595,0,852,0
NC_017595,1,708,0
NZ_CP011292,0,2369,0
NZ_LT838196,0,80240,1
NZ_CP018995,0,1666,0
NC_015516,0,362,0
NC_015516,1,1324,0
NC_013948,0,13488,1
NC_013948,1,11931,1
NC_015848,0,10,0
NC_015848,1,2098,0
NZ_CP016337,0,36885,0
NZ_CP022023,0,1470,0
NZ_CP011244,0,41390,1
NZ_CP007718,0,1682,0
NC_018641,0,2452,0
NC_018641,1,617,0
NZ_CP023974,0,115594,5
NZ_CP016681,0,29363,1
NZ_CP023284,0,17779,0
NC_004116,0,780,0
NC_004116,1,2317,0
NZ_CP019035,0,36661,0
NZ_LT576042,0,5854,0
NZ_CP013940,0,126216,2
NZ_CP007254,0,2689,0
NZ_CP025037,0,29636,0
NZ_CP008808,0,459,0
NZ_CP016410,0,111652,2
NZ_CP019015,0,1665,0
NZ_CP019404,0,2685,0
NZ_LN831029,0,29115,0
NZ_HG938370,0,49589,1
NZ_CP020048,0,1666,0
NZ_CP023147,0,34198,0
NZ_CP017849,0,36848,0
NZ_CP019347,0,115605,5
NC_014915,0,3060,0
NC_014915,1,4737,0
NC_015215,0,4,0
NC_015215,1,1539,0
NZ_CP019184,0,10669,0
NC_017581,0,820,0
NC_017581,1,740,0
NZ_CP020987,0,2555234,49
NZ_LN997864,0,8066,0
NZ_CP018301,0,2090,0
NC_016011,0,4375,0
NC_016011,1,6079,0
NZ_CP020894,0,1556573,37
NC_009674,0,3377,0
NC_009674,1,5090,0
NC_012918,0,8054,0
NC_012918,1,6430,0
NZ_CP014755,0,46583,0
NC_004461,0,7174,0
NC_004461,1,5304,0
NC_010520,0,46,0
NC_010520,1,1699,0
NZ_CP019969,0,17,0
NZ_CP023063,0,7232,0
NZ_CP022082,0,9245,0
NC_000964,0,3628,0
NC_000964,1,1393,0
NZ_CP024834,0,1445,0
NZ_CP017728,0,12084,0
NZ_CP020841,0,1460,0
NZ_CP009613,0,189,0
NZ_LT601384,0,1661,0
NZ_CP022154,0,73228,1
NZ_CP016627,0,29372,1
NC_009009,0,2054,0
NC_009009,1,3592,0
NZ_CP021935,0,2354,0
NZ_CP023527,0,1696,0
NC_017341,0,13056,0
NC_017341,1,11191,0
NZ_CP014269,0,27152,0
NZ_CP013405,0,1859,0
NC_003450,0,24930,0
NC_003450,1,27286,0
NC_002951,0,13189,0
NC_002951,1,11324,0
NZ_CP025466,0,11600,0
NC_017950,0,1509,0
NC_017950,1,3060,0
NC_015678,0,2864,0
NC_015678,1,4435,0
NZ_CP014015,0,1317,0
NZ_CP017889,0,6356,0
NC_018591,0,969,0
NC_018591,1,2673,0
NZ_CP023586,0,2090,0
NZ_CP019778,0,1663,0
NZ_CP018491,0,147294,12
NZ_CP014956,0,188,0
NZ_CP017143,0,4710,0
NC_018877,0,2158,0
NC_018877,1,447,0
NZ_CP012554,0,1699,0
NC_014751,0,22965,2
NC_014751,1,21385,2
NZ_CP021202,0,1670,0
NZ_CP023960,0,1675,0
NZ_CP016010,0,40850,0
NZ_CP010116,0,1663,0
NZ_CP025030,0,10367,0
NZ_CP019047,0,1445,0
NZ_CP014488,0,39172,0
NZ_CP025084,0,2115,0
NZ_CP018115,0,1663,0
NZ_CP023558,0,5968,0
NZ_CP016677,0,29367,1
NC_017730,0,107344,4
NC_017730,1,3157,0
NC_016584,0,652,0
NC_016584,1,2324,0
NC_016052,0,1723,0
NC_016052,1,44,0
NC_014251,0,10214,0
NC_014251,1,11729,0
NZ_CP018250,0,1664,0
NC_018520,0,3140,0
NC_018520,1,1393,0
NZ_CP016937,0,43622,0
NZ_CP016648,0,29368,1
NC_013205,0,2133,0
NC_013205,1,423,0
NZ_CP009449,0,2090,0
NZ_CP023632,0,2090,0
NZ_CP007027,0,2098,0
NZ_CP022882,0,1465,0
NZ_CP023615,0,2090,0
NZ_CP018719,0,7584,0
NZ_CP018413,0,111545,2
NZ_CP009880,0,9156,0
NZ_CP010140,0,1663,0
NZ_CP016659,0,245880,11
NC_018584,0,969,0
NC_018584,1,2673,0
NZ_CP003409,0,804057,45
NZ_CP011364,0,1335,0
NC_008261,0,4248,0
NC_008261,1,2213,0
NZ_CP023505,0,919,0
NZ_CP023606,0,2091,0
NC_017491,0,1217,0
NC_017491,1,591,0
NZ_CP009422,0,29364,1
NC_018665,0,4749,0
NC_018665,1,2757,0
NZ_CP017279,0,1298,0
NZ_CP023357,0,901,0
NZ_CP014566,0,2091,0
NC_022792,0,82338,3
NC_018178,0,28581,0
NC_018178,1,26822,0
NZ_CP023464,0,2664,0
NZ_CP025005,0,11299,0
NZ_CP024883,0,1448,0
NZ_CP017669,0,1665,0
NC_010831,0,5653,0
NC_010831,1,3811,0
NC_018019,0,91891,3
NC_018019,1,660,0
NZ_CP016628,0,15183,0
NZ_CP019999,0,29,0
NZ_CP016974,0,7060,0
NZ_CP019221,0,37544,0
NZ_CP010313,0,490831,5
NZ_CP023573,0,2098,0
NZ_LN554852,0,3100,0
NZ_CP023818,0,3940,0
NC_003098,0,2086,0
NC_003098,1,540,0
NC_010582,0,818,0
NC_010582,1,728,0
NZ_CP018194,0,5832,0
NZ_CP019116,0,2689,0
NC_016785,0,11210,0
NC_016785,1,13667,0
NZ_CP010121,0,99420,1
NZ_CP017911,0,6356,0
NZ_CP011306,0,22590,0
NZ_CP007271,0,2684,0
NC_017622,0,1510,0
NC_017622,1,3061,0
NZ_CP011342,0,1663,0
NZ_CP018925,0,898,0
NZ_CP019090,0,81865,1
NC_008527,0,7592,0
NC_008527,1,6067,0
NZ_CP018190,0,6117,0
NZ_CP007758,0,116398,5
NC_014721,0,9789,0
NC_014721,1,8091,0
NZ_CP020823,0,36745,0
NZ_CP009408,0,49,0
NC_017474,0,2455,0
NC_017474,1,617,0
NZ_CP024712,0,26020,0
NZ_CP019669,0,328,0
NZ_HG326223,0,1264,0
NZ_LT906455,0,111053,4
NC_018608,0,24352,0
NC_018608,1,22487,0
NZ_CP020998,0,1538658,30
NZ_CP023815,0,1667,0
NC_018500,0,2393,0
NC_018500,1,4105,0
NZ_LM993812,0,2297,0
NZ_CP022116,0,22251,0
NZ_CP020345,0,220,0
NZ_CP021047,0,42441,1
NC_009525,0,2,0
NC_009525,1,2090,0
NZ_CP016565,0,2685,0
NZ_CP011919,0,1835,0
NC_014103,0,3026,0
NC_014103,1,1212,0
NZ_CP023601,0,2091,0
NZ_CP022997,0,1445,0
NZ_CP024930,0,3940,0
NZ_CP018953,0,2353,0
NZ_CP017622,0,93247,3
NZ_CP011396,0,2681,0
NZ_CP018633,0,2691,0
NC_021224,0,405,0
NC_021224,1,3166,0
NZ_CP015035,0,1687,0
NC_014494,0,1424,0
NC_014494,1,2970,0
NC_014329,0,1038,0
NC_014329,1,3175,0
NC_021593,0,3812,0
NC_021593,1,1586,0
NZ_CP007194,0,1046,0
NZ_CP007194,1,2750,0
NZ_HG938355,0,73734,1
NZ_CP018475,0,73940,1
NZ_CP023589,0,2098,0
NZ_CP018547,0,147325,12
NZ_CP011530,0,74,0
NC_009901,0,17980,0
NZ_CP016576,0,2678,0
NZ_CP015278,0,16078,0
NZ_CP023635,0,2090,0
NZ_CP022989,0,2368,0
NZ_CP019418,0,2683,0
NZ_CP020000,0,41089,0
NC_005957,0,3098,0
NC_005957,1,4915,0
NZ_CP013990,0,54618,1
NZ_CP019650,0,24828,0
NZ_CP016510,0,2683,0
NZ_CP013401,0,46742,1
NZ_CP021246,0,3488,0
NC_018588,0,936,0
NC_018588,1,2640,0
NZ_CP015267,0,37284,0
NZ_CP017184,0,1280,0
NZ_CP016174,0,56844,0
NC_009782,0,9266,0
NC_009782,1,7401,0
NC_011830,0,2220,0
NC_011830,1,566,0
NC_016826,0,167,0
NC_016826,1,1706,0
NZ_CP009800,0,175405,13
NZ_CP012999,0,24973,0
NZ_CP024815,0,1660,0
NZ_CP019866,0,64,0
NC_017267,0,46151,0
NC_017267,1,44560,0
NC_013124,0,10009,0
NC_013124,1,8432,0
NC_017351,0,13156,0
NC_017351,1,11291,0
NZ_CP008760,0,2050,0
NZ_CP021851,0,11093,0
NZ_CP017453,0,1624,0
NZ_CP020492,0,2691,0
NZ_CP007663,0,115401,5
NZ_CP011931,0,13390,0
NZ_CP018245,0,1661,0
NC_014206,0,4478,0
NC_014206,1,2800,0
NZ_CP007243,0,1524,0
NZ_CP022426,0,79147,1
NC_008555,0,2654,0
NC_008555,1,4358,0
NZ_CP023669,0,2921,0
NZ_CP023159,0,30576,0
NC_010382,0,1193,0
NC_010382,1,365,0
NZ_CP007719,0,115620,5
NZ_CP021015,0,2290755,44
NC_015760,0,18,0
NC_015760,1,1578,0
NZ_CP023579,0,2091,0
NC_014644,0,10593,0
NC_014644,1,8568,0
NZ_CP019409,0,2685,0
NZ_CP016561,0,2683,0
NZ_CP018541,0,147292,12
NZ_CP014060,0,39748,0
NZ_LT906479,0,25549,0
NZ_CP022573,0,1459,0
NZ_CP025541,0,2285172,42
NZ_CP023640,0,2098,0
NC_017617,0,1511,0
NC_017617,1,3062,0
NZ_CP021960,0,1441,0
NZ_CP023504,0,30855,0
NZ_CP018894,0,5210,0
NZ_CP023388,0,1664,0
NC_002976,0,1582,0
NC_002976,1,3461,0
NC_014925,0,2811,0
NC_014925,1,1110,0
NZ_CP013286,0,721,0
NZ_CP013286,1,984,0
NZ_CP014642,0,54347,1
NC_021354,0,11405,0
NC_021354,1,9493,0
NC_009633,0,53183,1
NC_009633,1,51388,1
NZ_CP019082,0,30221,0
NZ_CP014030,0,130264,2
NZ_CP023626,0,2090,0
NZ_CP018897,0,15330,0
NC_015683,0,675,0
NC_015683,1,3170,0
NZ_CP016521,0,2683,0
NC_017582,0,1382,0
NC_017582,1,164,0
NZ_CP017990,0,1300,0
NC_002952,0,12672,0
NC_002952,1,10807,0
NZ_CP022828,0,147378,12
NZ_CP009493,0,154000,2
NZ_CP024131,0,28495,0
NC_017455,0,824,0
NC_017455,1,995,0
NZ_FO704551,0,48198,1
NZ_CP023946,0,1460,0
NZ_CP010129,0,1665,0
NC_014387,0,33,0
NC_014387,1,1812,0
NZ_CP024478,0,31170,0
NZ_CP019390,0,116110,5
NC_016749,0,696,0
NC_016749,1,2231,0
NZ_CP023582,0,2090,0
NZ_CP023629,0,2091,0
NZ_CP015037,0,1831,0
NZ_CP023598,0,2098,0
NZ_CP016190,0,188,0
NZ_CP017723,0,11490,0
NZ_CP019196,0,2687,0
NZ_AP018111,0,47377,1
NC_008596,0,468,0
NC_008596,1,1600,0
NZ_CP012900,0,67901,1
NZ_CP016278,0,1825,0
NC_007432,0,1034,0
NC_007432,1,508,0
NC_016627,0,15035,0
NC_016627,1,16944,0
NC_016790,0,2021,0
NC_016790,1,4462,0
NZ_CP010150,0,1660,0
NZ_CP022181,0,37189,0
NC_002932,0,18069,0
NC_002932,1,19889,0
NZ_CP013949,0,90750,1
NZ_CP013451,0,1890,0
NZ_CP019856,0,7856,0
NZ_CP018840,0,1663,0
NZ_CP019407,0,2683,0
NC_015949,0,27343,1
NC_015949,1,29161,1
NZ_CP014954,0,187,0
NC_011072,0,648,0
NC_011072,1,2194,0
NZ_CP013292,0,6550,0
NZ_CP013292,1,8509,0
NZ_CP014314,0,1660,0
NZ_CP023142,0,16556,0
